meta_threshold,profit_target,stop_loss,monthly_return,sharpe_ratio,win_rate,num_trades,max_drawdown,final_equity
0.001,0.04,0.02,54.800706125541225,3.5305884868628485,0.7307692307692307,52,-0.07785940720285207,15056.386916674592
0.001,0.03,0.01,61.79912542942729,3.4855938383433203,0.6607142857142857,56,-0.04181475659861431,15238.490944261031
0.001,0.04,0.015,43.12732528028087,3.263496604350812,0.6851851851851852,54,-0.06626757803151564,14701.077465821572
0.001,0.05,0.02,44.200338268903145,3.3847953164243165,0.7058823529411765,51,-0.07785940720285207,14737.059428624972
